단속장소,count,도로명주소,지번주소
서울특별시 강서구 등촌로13바길 92,3,서울특별시 강서구 등촌로13바길 92 (화곡동),서울특별시 강서구 화곡동 458-15
서울특별시 강서구 등촌로13바길 96,3,서울특별시 강서구 등촌로13바길 96 (화곡동),서울특별시 강서구 화곡동 458-14
서울특별시 강서구 등촌로13자길 61,3,"서울특별시 강서구 등촌로13자길 61 (화곡동, 광성빌라)",서울특별시 강서구 화곡동 467-19 광성빌라
서울특별시 강서구 등촌로13자길 63-10,3,"서울특별시 강서구 등촌로13자길 63-10 (화곡동, 대성아트빌)",서울특별시 강서구 화곡동 466-15 대성아트빌
서울특별시 강서구 등촌로35길 119,3,서울특별시 강서구 등촌로35길 119 (등촌동),서울특별시 강서구 등촌동 565-19
서울특별시 강서구 등촌로35길 140,3,"서울특별시 강서구 등촌로35길 140 (등촌동, 라온제나)",서울특별시 강서구 등촌동 568-13 라온제나
서울특별시 강서구 등촌로35길 153,3,서울특별시 강서구 등촌로35길 153 (등촌동),서울특별시 강서구 등촌동 566-36
서울특별시 강서구 등촌로39길 30,3,"서울특별시 강서구 등촌로39길 30 (등촌동, 그레이트마트)",서울특별시 강서구 등촌동 524-13 그레이트마트
서울특별시 강서구 등촌로39길 64-9,3,"서울특별시 강서구 등촌로39길 64-9 (등촌동, 신성주택)",서울특별시 강서구 등촌동 520-3 신성주택
서울특별시 강서구 등촌로39길 69,3,"서울특별시 강서구 등촌로39길 69 (등촌동, 은성하이츠)",서울특별시 강서구 등촌동 515-1 은성하이츠
서울특별시 강서구 등촌로39길6,3,서울특별시 강서구 등촌로39길 6 (등촌동),서울특별시 강서구 등촌동 512-7
서울특별시 강서구 등촌로39길64-9,3,"서울특별시 강서구 등촌로39길 64-9 (등촌동, 신성주택)",서울특별시 강서구 등촌동 520-3 신성주택
서울특별시 강서구 등촌로39나길 ,3,서울특별시 강서구 등촌로39나길 3 (등촌동),서울특별시 강서구 등촌동 523-6
서울특별시 강서구 등촌로39나길 20,3,서울특별시 강서구 등촌로39나길 20 (등촌동),서울특별시 강서구 등촌동 524-1
서울특별시 강서구 등촌로39다길1,3,서울특별시 강서구 등촌로39다길 1 (등촌동),서울특별시 강서구 등촌동 516-1
서울특별시 강서구 등촌로39마길 34,3,서울특별시 강서구 등촌로39마길 34 (등촌동),서울특별시 강서구 등촌동 518-16
서울특별시 강서구 등촌로39마길 4,3,"서울특별시 강서구 등촌로39마길 4 (등촌동, 이가채)",서울특별시 강서구 등촌동 519-2 이가채
서울특별시 강서구 등촌로39마길 42,3,"서울특별시 강서구 등촌로39마길 42 (등촌동, 삼성파크빌)",서울특별시 강서구 등촌동 518-8 삼성파크빌
서울특별시 강서구 등촌로3가길 24(),3,서울특별시 강서구 등촌로3가길 24 (화곡동),서울특별시 강서구 화곡동 784-11
서울특별시 강서구 등촌로3가길 4,3,서울특별시 강서구 등촌로3가길 4 (화곡동),서울특별시 강서구 화곡동 784-39
서울특별시 강서구 등촌로3길 16,3,서울특별시 강서구 등촌로3길 16 (화곡동),서울특별시 강서구 화곡동 780-3 진흥펠리스
서울특별시 강서구 등촌로3길 26,3,서울특별시 강서구 등촌로3길 26 (화곡동),서울특별시 강서구 화곡동 780-9
서울특별시 강서구 등촌로3길 35,3,서울특별시 강서구 등촌로3길 35 (화곡동),서울특별시 강서구 화곡동 787-27
서울특별시 강서구 등촌로3길 36-4,3,"서울특별시 강서구 등촌로3길 36-4 (화곡동, 나리빌)",서울특별시 강서구 화곡동 795-5 나리빌
서울특별시 강서구 등촌로3길 44,3,"서울특별시 강서구 등촌로3길 44 (화곡동, 신신아트빌라)",서울특별시 강서구 화곡동 795-10 신신아트빌라
서울특별시 강서구 등촌로3길 56,3,"서울특별시 강서구 등촌로3길 56 (화곡동, 우현플레이스)",서울특별시 강서구 화곡동 794-21 우현플레이스
서울특별시 강서구 등촌로3나길 2,3,서울특별시 강서구 등촌로3나길 2 (화곡동),서울특별시 강서구 화곡동 788-47
서울특별시 강서구 등촌로3나길 7,3,"서울특별시 강서구 등촌로3나길 7 (화곡동, 우현스카이빌)",서울특별시 강서구 화곡동 787-20 우현스카이빌
서울특별시 강서구 등촌로51가길11,3,서울특별시 강서구 등촌로51가길 11 (등촌동),서울특별시 강서구 등촌동 510-9
서울특별시 강서구 등촌로51길 66,3,서울특별시 강서구 등촌로51길 66 (등촌동),서울특별시 강서구 등촌동 528-6
서울특별시 강서구 등촌로51라길 15,3,서울특별시 강서구 등촌로51라길 15 (등촌동),서울특별시 강서구 등촌동 366-55
서울특별시 강서구 등촌로53길 13 ,3,서울특별시 강서구 등촌로53길 13 (등촌동),서울특별시 강서구 등촌동 527-1 호경상가빌딩
서울특별시 강서구 등촌로53길 72,3,"서울특별시 강서구 등촌로53길 72 (등촌동, 예지쉐르빌)",서울특별시 강서구 등촌동 530-25 예지쉐르빌
서울특별시 강서구 등촌로53길10 ,3,"서울특별시 강서구 등촌로53길 10 (등촌동, 천우네오젠아파트)",서울특별시 강서구 등촌동 507-11 천우네오젠아파트
서울특별시 강서구 등촌로55길 11,3,서울특별시 강서구 등촌로55길 11-3 (등촌동),서울특별시 강서구 등촌동 507-16
서울특별시 강서구 등촌로55길 33-3,3,서울특별시 강서구 등촌로55길 33-3 (등촌동),서울특별시 강서구 등촌동 532-17
서울특별시 강서구 등촌로55길 50,3,"서울특별시 강서구 등촌로55길 50 (등촌동, 거산하이빌)",서울특별시 강서구 등촌동 533-18 거산하이빌
서울특별시 강서구 등촌로5가길 37,3,서울특별시 강서구 등촌로5가길 37 (화곡동),서울특별시 강서구 화곡동 827-8
서울특별시 강서구 등촌로5가길 46,3,"서울특별시 강서구 등촌로5가길 46 (화곡동, 광명빌라)",서울특별시 강서구 화곡동 812-12 광명빌라
서울특별시 강서구 등촌로5길 18-13,3,"서울특별시 강서구 등촌로5길 18-13 (화곡동, 삼호하이츠빌라)",서울특별시 강서구 화곡동 805-9 삼호하이츠빌라
서울특별시 강서구 등촌로5길 18-31,3,서울특별시 강서구 등촌로5길 18-31 (화곡동),서울특별시 강서구 화곡동 805-4
서울특별시 강서구 마곡동로 55,3,서울특별시 강서구 마곡동로 55 (마곡동),서울특별시 강서구 마곡동 774-12 마커스빌딩
서울특별시 강서구 마곡서1로 신방화역환승주차장,3,서울특별시 강서구 마곡서1로 111-12 (마곡동),서울특별시 강서구 마곡동 739 신방화역환승주차장
서울특별시 강서구 마곡서1로132,3,"서울특별시 강서구 마곡서1로 132 (마곡동, 마곡엠밸리3단지)",서울특별시 강서구 마곡동 736 마곡엠밸리3단지
서울특별시 강서구 마곡서로 133,3,"서울특별시 강서구 마곡서로 133 (마곡동, 마곡엠밸리7단지)",서울특별시 강서구 마곡동 743-4 마곡엠밸리7단지
서울특별시 강서구 마곡서로 157,3,서울특별시 강서구 마곡서로 157 (마곡동),서울특별시 강서구 마곡동 738-3 스프링파크타워
서울특별시 강서구 마곡서로 158,3,서울특별시 강서구 마곡서로 158 (마곡동),서울특별시 강서구 마곡동 759 마곡센트럴타워Ⅱ
서울특별시 강서구 마곡서로 175 (4단지 ),3,"서울특별시 강서구 마곡서로 175 (마곡동, 마곡엠밸리4단지)",서울특별시 강서구 마곡동 738 마곡엠밸리4단지
서울특별시 강서구 마곡중앙12로,3,서울특별시 강서구 마곡중앙12로 3 (마곡동),서울특별시 강서구 마곡동 765 오스템임플란트 중앙연구소
서울특별시 강서구 마곡중앙12로29,3,서울특별시 강서구 마곡중앙12로 29 (마곡동),서울특별시 강서구 마곡동 763-22 코이노
서울특별시 강서구 마곡중앙14로53 잉카,3,서울특별시 강서구 마곡중앙14로 53 (마곡동),서울특별시 강서구 마곡동 762-1 잉카인터넷
서울특별시 강서구 마곡중앙1로26,3,서울특별시 강서구 마곡중앙1로 26 (마곡동),서울특별시 강서구 마곡동 798-12 엠리체
서울특별시 강서구 마곡중앙5로 52-10,3,서울특별시 강서구 마곡중앙5로 52-10 (마곡동),서울특별시 강서구 마곡동 737-10
서울특별시 강서구 마곡중앙5로 52-9,3,서울특별시 강서구 마곡중앙5로 52-9 (마곡동),서울특별시 강서구 마곡동 737-4 파크빌
서울특별시 강서구 마곡중앙5로1길 39,3,서울특별시 강서구 마곡중앙5로1길 39 (마곡동),서울특별시 강서구 마곡동 755-5
서울특별시 강서구 마곡중앙5로1길 보타닉타워,3,서울특별시 강서구 마곡중앙5로1길 20 (마곡동),서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워
서울특별시 강서구 마곡중앙6로 10 ,3,서울특별시 강서구 마곡중앙6로 10 (마곡동),서울특별시 강서구 마곡동 773-1 마곡역센트럴푸르지오시티
서울특별시 강서구 마곡중앙6로 42,3,서울특별시 강서구 마곡중앙6로 42 (마곡동),서울특별시 강서구 마곡동 774-9 사이언스타
서울특별시 강서구 마곡중앙6로 45,3,서울특별시 강서구 마곡중앙6로 45 (마곡동),서울특별시 강서구 마곡동 772-5 리더스퀘어마곡
서울특별시 강서구 마곡중앙6로 65,3,서울특별시 강서구 마곡중앙6로 65 (마곡동),서울특별시 강서구 마곡동 796-6 지투프라자
서울특별시 강서구 마곡중앙6로 81,3,서울특별시 강서구 마곡중앙6로 81 (마곡동),서울특별시 강서구 마곡동 795-4 (주)원우이엔지
서울특별시 강서구 마곡중앙6로 89 ,3,서울특별시 강서구 마곡중앙6로 89 (마곡동),서울특별시 강서구 마곡동 795-6 뉴골든타워
서울특별시 강서구 마곡중앙8로79,3,서울특별시 강서구 마곡중앙8로 79 (마곡동),서울특별시 강서구 마곡동 790-11 이사케이(주)사옥
서울특별시 강서구 마곡중앙8로7길 11,3,서울특별시 강서구 마곡중앙8로7길 11 (마곡동),서울특별시 강서구 마곡동 792-9 디앤씨캠퍼스
서울특별시 강서구 마곡중앙로 33,3,"서울특별시 강서구 마곡중앙로 33 (마곡동, 마곡엠밸리14단지)",서울특별시 강서구 마곡동 750 마곡엠밸리14단지
서울특별시 강서구 마곡중앙로 59-11,3,서울특별시 강서구 마곡중앙로 59-11 (마곡동),서울특별시 강서구 마곡동 798-8 엠비즈타워
서울특별시 강서구 마곡중앙로 롯데연구소,3,서울특별시 강서구 마곡중앙로 201 (마곡동),서울특별시 강서구 마곡동 756 롯데중앙연구소
서울특별시 강서구 발산로 발산수협,3,서울특별시 강서구 발산로 24 (외발산동),서울특별시 강서구 외발산동 424 수협공판장
서울특별시 강서구 방화대로 235,3,서울특별시 강서구 방화대로 235 (공항동),서울특별시 강서구 공항동 12-53
서울특별시 강서구 방화대로 266,3,서울특별시 강서구 방화대로 266 (마곡동),서울특별시 강서구 마곡동 720 광희빌딩
서울특별시 강서구 방화대로 335,3,서울특별시 강서구 방화대로 335 (방화동),서울특별시 강서구 방화동 256-1 SK텔레콤 강서방화통합국사
서울특별시 강서구 방화대로 338,3,서울특별시 강서구 방화대로 338 (방화동),서울특별시 강서구 방화동 257-8
서울특별시 강서구 방화대로 353,3,서울특별시 강서구 방화대로 353 (방화동),서울특별시 강서구 방화동 277-2
서울특별시 강서구 방화대로 353 ,3,서울특별시 강서구 방화대로 353 (방화동),서울특별시 강서구 방화동 277-2
서울특별시 강서구 방화대로 375,3,서울특별시 강서구 방화대로 375 (방화동),서울특별시 강서구 방화동 293-4
서울특별시 강서구 방화대로 메이필드호텔,3,서울특별시 강서구 방화대로 94 (외발산동),서울특별시 강서구 외발산동 426 메이필드호텔
서울특별시 강서구 방화대로21길 72,3,서울특별시 강서구 방화대로21길 72 (공항동),서울특별시 강서구 공항동 18-78
서울특별시 강서구 방화대로21나길 4-10,3,서울특별시 강서구 방화대로21나길 4-10 (공항동),서울특별시 강서구 공항동 18-35
서울특별시 강서구 방화대로21나길 9,3,"서울특별시 강서구 방화대로21나길 9 (공항동, 아이디움)",서울특별시 강서구 공항동 18-60 아이디움
서울특별시 강서구 방화대로23길 29,3,"서울특별시 강서구 방화대로23길 29 (공항동, 세왕빌라)",서울특별시 강서구 공항동 2-85 세왕빌라
서울특별시 강서구 방화대로25길 12,3,서울특별시 강서구 방화대로25길 12 (방화동),서울특별시 강서구 방화동 608-108
서울특별시 강서구 방화대로268,3,서울특별시 강서구 방화대로 268 (마곡동),서울특별시 강서구 마곡동 719 피앤피빌딩
서울특별시 강서구 방화대로268 ,3,서울특별시 강서구 방화대로 268 (마곡동),서울특별시 강서구 마곡동 719 피앤피빌딩
서울특별시 강서구 방화대로270 ,3,서울특별시 강서구 방화대로 270 (마곡동),서울특별시 강서구 마곡동 718
서울특별시 강서구 방화대로31길 7,3,서울특별시 강서구 방화대로31길 7 (방화동),서울특별시 강서구 방화동 247-225 정한어린이집
서울특별시 강서구 방화대로346,3,서울특별시 강서구 방화대로 346 (방화동),서울특별시 강서구 방화동 272-27
서울특별시 강서구 방화대로34길 ,3,서울특별시 강서구 방화대로34길 13 (마곡동),서울특별시 강서구 마곡동 731-253 서울항공비즈니스고등학교
서울특별시 강서구 방화대로34길 86,3,서울특별시 강서구 방화대로34길 86 (방화동),서울특별시 강서구 방화동 890-3
서울특별시 강서구 방화대로34길73,3,서울특별시 강서구 방화대로34길 73 (방화동),서울특별시 강서구 방화동 187-8
서울특별시 강서구 방화대로34길96,3,서울특별시 강서구 방화대로34길 96 (방화동),서울특별시 강서구 방화동 193-3 낙원빌딩
서울특별시 강서구 방화대로37길 56,3,서울특별시 강서구 방화대로37길 56 (방화동),서울특별시 강서구 방화동 249-80 씨티하우스
서울특별시 강서구 방화대로37길15,3,"서울특별시 강서구 방화대로37길 15 (방화동, 신동아아파트)",서울특별시 강서구 방화동 796 신동아아파트
서울특별시 강서구 방화대로40길 66,3,"서울특별시 강서구 방화대로40길 66 (방화동, 마곡 태승훼미리아파트)",서울특별시 강서구 방화동 884 마곡 태승훼미리아파트
서울특별시 강서구 방화대로40길 7,3,서울특별시 강서구 방화대로40길 7 (방화동),서울특별시 강서구 방화동 257-16
서울특별시 강서구 방화대로41길 38-11,3,서울특별시 강서구 방화대로41길 38-11 (방화동),서울특별시 강서구 방화동 266-8
서울특별시 강서구 방화대로41길 38-7,3,서울특별시 강서구 방화대로41길 38-7 (방화동),서울특별시 강서구 방화동 266-9
서울특별시 강서구 방화대로42길 26,3,"서울특별시 강서구 방화대로42길 26 (방화동, 운정그린빌)",서울특별시 강서구 방화동 182-16 운정그린빌
서울특별시 강서구 방화대로44길 32,3,서울특별시 강서구 방화대로44길 32 (방화동),서울특별시 강서구 방화동 272-41
서울특별시 강서구 방화대로45길 69,3,서울특별시 강서구 방화대로45길 69 (방화동),서울특별시 강서구 방화동 452-5 한국뇌성마비복지회관
서울특별시 강서구 방화대로47가길 방화샤르망2,3,서울특별시 강서구 방화대로47가길 41 (방화동),서울특별시 강서구 방화동 830-5 방화샤르망2오피스텔
서울특별시 강서구 방화대로48길 방화 2단지 ,3,"서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)",서울특별시 강서구 방화동 839 방화2단지아파트
서울특별시 강서구 방화대로49길 44,3,"서울특별시 강서구 방화대로49길 44-2 (방화동, 예담채)",서울특별시 강서구 방화동 328-1 예담채
서울특별시 강서구 방화대로49길 44-2,3,"서울특별시 강서구 방화대로49길 44-2 (방화동, 예담채)",서울특별시 강서구 방화동 328-1 예담채
서울특별시 강서구 방화대로49길 6-4 ,3,서울특별시 강서구 방화대로49길 6-4 (방화동),서울특별시 강서구 방화동 320-5
서울특별시 강서구 방화대로50길 22,3,서울특별시 강서구 방화대로50길 22 (방화동),서울특별시 강서구 방화동 836 정곡초등학교
서울특별시 강서구 방화대로52길 29,3,"서울특별시 강서구 방화대로52길 29 (방화동, 화평빌라)",서울특별시 강서구 방화동 132-30 화평빌라
서울특별시 강서구 방화대로5나길 24,3,서울특별시 강서구 방화대로5나길 24 (공항동),서울특별시 강서구 공항동 672-2
서울특별시 강서구 방화대로5다길 10-6,3,"서울특별시 강서구 방화대로5다길 10-6 (공항동, 신안온누리)",서울특별시 강서구 공항동 674-8 신안온누리
서울특별시 강서구 방화대로5라길 26,3,서울특별시 강서구 방화대로5라길 26 (공항동),서울특별시 강서구 공항동 682-9
서울특별시 강서구 방화대로5라길 35,3,서울특별시 강서구 방화대로5라길 35 (공항동),서울특별시 강서구 공항동 681-1
서울특별시 강서구 방화대로6가길34,3,서울특별시 강서구 방화대로6가길 34 (공항동),서울특별시 강서구 공항동 1364-6
서울특별시 강서구 방화대로6길 33,3,서울특별시 강서구 방화대로6길 33 (공항동),서울특별시 강서구 공항동 1356-10
서울특별시 강서구 방화대로6길 37,3,서울특별시 강서구 방화대로6길 37 (공항동),서울특별시 강서구 공항동 1356-9
서울특별시 강서구 방화대로6다길 45,3,서울특별시 강서구 방화대로6다길 45 (공항동),서울특별시 강서구 공항동 1345-13
서울특별시 강서구 방화대로6라길 12,3,서울특별시 강서구 방화대로6라길 12 (공항동),서울특별시 강서구 공항동 1356
서울특별시 강서구 방화대로6라길 18,3,서울특별시 강서구 방화대로6라길 18 (공항동),서울특별시 강서구 공항동 1349-6
서울특별시 강서구 방화대로6라길25,3,서울특별시 강서구 방화대로6라길 25 (공항동),서울특별시 강서구 공항동 1350-1
서울특별시 강서구 방화대로6마길 3,3,서울특별시 강서구 방화대로6마길 3 (공항동),서울특별시 강서구 공항동 1360-2
서울특별시 강서구 방화대로7가길 14,3,"서울특별시 강서구 방화대로7가길 14 (공항동, 삼성드림)",서울특별시 강서구 공항동 660-9 삼성드림
서울특별시 강서구 방화대로7가길 33-3,3,서울특별시 강서구 방화대로7가길 33-3 (공항동),서울특별시 강서구 공항동 659-5
서울특별시 강서구 방화대로7길 58,3,서울특별시 강서구 방화대로7길 58 (공항동),서울특별시 강서구 공항동 730
서울특별시 강서구 방화대로7나길 2,3,서울특별시 강서구 방화대로7나길 2 (공항동),서울특별시 강서구 공항동 661-6
서울특별시 강서구 방화대로7나길 22-7,3,서울특별시 강서구 방화대로7나길 22-7 (공항동),서울특별시 강서구 공항동 665-6
서울특별시 강서구 방화대로7나길 29,3,서울특별시 강서구 방화대로7나길 29 (공항동),서울특별시 강서구 공항동 669-1
서울특별시 강서구 방화대로7다길 24-8,3,서울특별시 강서구 방화대로7다길 24-8 (공항동),서울특별시 강서구 공항동 657-11
서울특별시 강서구 방화대로8길 2,3,서울특별시 강서구 방화대로8길 2 (공항동),서울특별시 강서구 공항동 1343-1
서울특별시 강서구 방화대로8길 30,3,서울특별시 강서구 방화대로8길 30 (공항동),서울특별시 강서구 공항동 1344-9
서울특별시 강서구 방화대로8길28,3,서울특별시 강서구 방화대로8길 28 (공항동),서울특별시 강서구 공항동 1344-8
서울특별시 강서구 방화동819,3,"서울특별시 강서구 금낭화로 167 (방화동, 방화8단지개화아파트)",서울특별시 강서구 방화동 819 방화8단지개화아파트
서울특별시 강서구 방화동로 105,3,서울특별시 강서구 방화동로 105 (방화동),서울특별시 강서구 방화동 580-43
서울특별시 강서구 방화동로 11-1,3,서울특별시 강서구 방화동로 11-1 (방화동),서울특별시 강서구 방화동 620-156
서울특별시 강서구 방화동로 111 ,3,서울특별시 강서구 방화동로 111 (방화동),서울특별시 강서구 방화동 580-29
서울특별시 강서구 방화동로 124 ,3,서울특별시 강서구 방화동로 124 (방화동),서울특별시 강서구 방화동 567-18
서울특별시 강서구 방화동로 26-4,3,서울특별시 강서구 방화동로 26-4 (공항동),서울특별시 강서구 공항동 45-7
서울특별시 강서구 방화동로 5,3,서울특별시 강서구 방화동로 5 (방화동),서울특별시 강서구 방화동 620-111 공항지구대
서울특별시 강서구 방화동로 65,3,서울특별시 강서구 방화동로 65 (방화동),서울특별시 강서구 방화동 606-73 법륜심인당
서울특별시 강서구 방화동로 73,3,서울특별시 강서구 방화동로 73 (방화동),서울특별시 강서구 방화동 598-98
서울특별시 강서구 방화동로 73-1,3,서울특별시 강서구 방화동로 73-1 (방화동),서울특별시 강서구 방화동 598-75
서울특별시 강서구 방화동로 85,3,서울특별시 강서구 방화동로 85 (방화동),서울특별시 강서구 방화동 597-30
서울특별시 강서구 방화동로10길 40,3,"서울특별시 강서구 방화동로10길 40 (방화동, 미주빌라)",서울특별시 강서구 방화동 609-128 미주빌라
서울특별시 강서구 방화동로111,3,서울특별시 강서구 방화동로 111 (방화동),서울특별시 강서구 방화동 580-29
서울특별시 강서구 방화동로14길 12 ,3,"서울특별시 강서구 방화동로14길 12 (방화동, 리치펠리스)",서울특별시 강서구 방화동 249-10 리치펠리스
서울특별시 강서구 방화동로14길 27,3,서울특별시 강서구 방화동로14길 27 (방화동),서울특별시 강서구 방화동 250-30
서울특별시 강서구 방화동로1길 5,3,서울특별시 강서구 방화동로1길 5 (방화동),서울특별시 강서구 방화동 621-16
서울특별시 강서구 방화동로3길 13,3,서울특별시 강서구 방화동로3길 13 (방화동),서울특별시 강서구 방화동 620-120
서울특별시 강서구 방화동로3길 40,3,"서울특별시 강서구 방화동로3길 40 (방화동, 기성빌딩)",서울특별시 강서구 방화동 612-122 기성빌딩
서울특별시 강서구 방화동로3길 49,3,서울특별시 강서구 방화동로3길 49 (방화동),서울특별시 강서구 방화동 616-27
서울특별시 강서구 방화동로5가길 19,3,서울특별시 강서구 방화동로5가길 19 (방화동),서울특별시 강서구 방화동 612-221 디자인하우스
서울특별시 강서구 방화동로5길 24,3,서울특별시 강서구 방화동로5길 24 (방화동),서울특별시 강서구 방화동 612-87
서울특별시 강서구 방화동로5길 26,3,서울특별시 강서구 방화동로5길 26 (방화동),서울특별시 강서구 방화동 612-254
서울특별시 강서구 방화동로5길 34,3,서울특별시 강서구 방화동로5길 34 (방화동),서울특별시 강서구 방화동 614-104
서울특별시 강서구 방화동로5길 36,3,서울특별시 강서구 방화동로5길 36 (방화동),서울특별시 강서구 방화동 614-151
서울특별시 강서구 송정로 18-11,3,"서울특별시 강서구 송정로 18-11 (공항동, 평화2차주택)",서울특별시 강서구 공항동 55-332 평화2차주택
서울특별시 강서구 송정로 18-6,3,서울특별시 강서구 송정로 18-6 (공항동),서울특별시 강서구 공항동 692-1
서울특별시 강서구 송정로 29-1,3,서울특별시 강서구 송정로 29-1 (공항동),서울특별시 강서구 공항동 59-8
서울특별시 강서구 송정로 59-1,3,서울특별시 강서구 송정로 59-1 (공항동),서울특별시 강서구 공항동 52-21
서울특별시 강서구 송정로1길 20,3,서울특별시 강서구 송정로1길 20 (공항동),서울특별시 강서구 공항동 690-9
서울특별시 강서구 송정로1길 30 ,3,서울특별시 강서구 송정로1길 30 (공항동),서울특별시 강서구 공항동 689-9
서울특별시 강서구 송정로25,3,서울특별시 강서구 송정로 25 (공항동),서울특별시 강서구 공항동 57-13
서울특별시 강서구 송정로4길 17,3,서울특별시 강서구 송정로4길 17 (공항동),서울특별시 강서구 공항동 55-65
서울특별시 강서구 송정로4길 30,3,서울특별시 강서구 송정로4길 30 (공항동),서울특별시 강서구 공항동 55-162
서울특별시 강서구 수명로 웨스트엔드,3,서울특별시 강서구 수명로 68-27 (내발산동),서울특별시 강서구 내발산동 750-9 웨스트엔드문화센터
서울특별시 강서구 수명로1길 15 ,3,서울특별시 강서구 수명로1길 15 (내발산동),서울특별시 강서구 내발산동 754 와이에치센타
서울특별시 강서구 수명로1길 4단지아파트,3,"서울특별시 강서구 수명로1길 16 (내발산동, 마곡수명산파크4단지아파트)",서울특별시 강서구 내발산동 753 마곡수명산파크4단지아파트
서울특별시 강서구 수명로2길 105,3,"서울특별시 강서구 수명로2길 105 (내발산동, 마곡수명산파크5단지아파트)",서울특별시 강서구 내발산동 749 마곡수명산파크5단지아파트
서울특별시 강서구 수명로2길 경신교회 ,3,서울특별시 강서구 수명로2길 42 (내발산동),서울특별시 강서구 내발산동 748-6 경신교회
서울특별시 강서구 양천로 108 ,3,서울특별시 강서구 양천로 108 (방화동),서울특별시 강서구 방화동 282-1 한원빌딩
서울특별시 강서구 양천로 25,3,서울특별시 강서구 양천로 25 (방화동),서울특별시 강서구 방화동 495-18
서울특별시 강서구 양천로 401,3,서울특별시 강서구 양천로 401 (가양동),서울특별시 강서구 가양동 1498 강서한강자이타워
서울특별시 강서구 양천로 443,3,서울특별시 강서구 양천로 443-26 (가양동),서울특별시 강서구 가양동 1479-1 아녜스타워
서울특별시 강서구 양천로 452,3,서울특별시 강서구 양천로 452 (등촌동),서울특별시 강서구 등촌동 63-12 어위쉬예다인
서울특별시 강서구 양천로 507,3,"서울특별시 강서구 양천로 507 (가양동, 강나루현대아파트)",서울특별시 강서구 가양동 448-1 강나루현대아파트
서울특별시 강서구 양천로 542,3,서울특별시 강서구 양천로 542 (등촌동),서울특별시 강서구 등촌동 629-8 기아자동차강서서비스센터
서울특별시 강서구 양천로 556,3,서울특별시 강서구 양천로 556 (등촌동),서울특별시 강서구 등촌동 630-12 강서메디칼센터
서울특별시 강서구 양천로 607,3,서울특별시 강서구 양천로 607 (염창동),서울특별시 강서구 염창동 241-31
서울특별시 강서구 양천로 613,3,"서울특별시 강서구 양천로 613 (염창동, 강서쌍용예가아파트)",서울특별시 강서구 염창동 308 강서쌍용예가아파트
서울특별시 강서구 양천로 686 ,3,서울특별시 강서구 양천로 686 (염창동),서울특별시 강서구 염창동 264-39 월봉빌딩
서울특별시 강서구 양천로 687,3,서울특별시 강서구 양천로 687 (염창동),서울특별시 강서구 염창동 249-8
서울특별시 강서구 양천로 691,3,서울특별시 강서구 양천로 691 (염창동),서울특별시 강서구 염창동 249-4
서울특별시 강서구 양천로 691-3,3,서울특별시 강서구 양천로 691-3 (염창동),서울특별시 강서구 염창동 249-15
서울특별시 강서구 양천로 72 ,3,서울특별시 강서구 양천로 72 (방화동),서울특별시 강서구 방화동 569-12 해성빌딩
서울특별시 강서구 양천로 720(),3,서울특별시 강서구 양천로 720 (염창동),서울특별시 강서구 염창동 263-8
서울특별시 강서구 양천로 82 ,3,서울특별시 강서구 양천로 82 (방화동),서울특별시 강서구 방화동 572-4
서울특별시 강서구 양천로14길 17 ,3,서울특별시 강서구 양천로14길 17 (방화동),서울특별시 강서구 방화동 871 마곡서광2차아파트
서울특별시 강서구 양천로14길 85,3,서울특별시 강서구 양천로14길 85 (방화동),서울특별시 강서구 방화동 583 공중화장실
서울특별시 강서구 양천로14길 85-14,3,"서울특별시 강서구 양천로14길 85-14 (방화동, 정진빌라)",서울특별시 강서구 방화동 583-24 정진빌라
서울특별시 강서구 양천로14길 99,3,"서울특별시 강서구 양천로14길 99 (방화동, 서울빌라)",서울특별시 강서구 방화동 584-1 서울빌라
서울특별시 강서구 양천로14길 태승훼미리아파트,3,"서울특별시 강서구 양천로14길 86-13 (방화동, 태승훼미리2차아파트)",서울특별시 강서구 방화동 885 태승훼미리2차아파트
서울특별시 강서구 양천로14길 훼미리아파트,3,"서울특별시 강서구 양천로14길 86-13 (방화동, 태승훼미리2차아파트)",서울특별시 강서구 방화동 885 태승훼미리2차아파트
서울특별시 강서구 양천로14나길 8,3,서울특별시 강서구 양천로14나길 8 (방화동),서울특별시 강서구 방화동 553-6
서울특별시 강서구 양천로17길 27,3,서울특별시 강서구 양천로17길 27 (방화동),서울특별시 강서구 방화동 448-19
서울특별시 강서구 양천로22길 35,3,서울특별시 강서구 양천로22길 35 (방화동),서울특별시 강서구 방화동 281-39
서울특별시 강서구 양천로24가길 14,3,서울특별시 강서구 양천로24가길 14 (방화동),서울특별시 강서구 방화동 285-7
서울특별시 강서구 양천로24가길 59 ,3,"서울특별시 강서구 양천로24가길 59 (방화동, 마곡 한진해모로)",서울특별시 강서구 방화동 579 마곡 한진해모로
서울특별시 강서구 양천로24길 125,3,서울특별시 강서구 양천로24길 125 (방화동),서울특별시 강서구 방화동 247-283
서울특별시 강서구 양천로24길 13,3,"서울특별시 강서구 양천로24길 13 (방화동, 마곡센트레빌)",서울특별시 강서구 방화동 906 마곡센트레빌
