시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,수정일
B10,서울특별시교육청,강서구,학원,3000036848,눈높이러닝센터마곡학원,20200511,20200511,개원,,,660,68,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07807,서울특별시 강서구 마곡중앙1로 26,/ 엠리체 410~412호 (마곡동/ 마곡엠리체),20230226
B10,서울특별시교육청,강서구,학원,3000037063,눈높이러닝센터방화학원,20200623,20200623,개원,,,660,91,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 308호 (마곡동/ 에스비타운),20230226
B10,서울특별시교육청,강서구,학원,3000016885,눈높이러닝센터염창학원,20130329,20130329,개원,,,660,30,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157861,서울특별시 강서구 양천로 691-11,/ 2층 (염창동/수복장여관),20230226
B10,서울특별시교육청,강서구,학원,3000022203,눈높이러닝센터화곡1동학원,20150126,20150126,개원,,,660,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157884,서울특별시 강서구 월정로30길 99,/ 3층 (화곡동/ 문성빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000018101,눈높이러닝센터화곡8동학원,20130903,20130903,개원,,,660,114,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157879,서울특별시 강서구 강서로18길 33,/ 3층/4층 (화곡동/동신빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000012175,눈높이러닝센터화곡본동학원,20110928,20110928,개원,,,660,72,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07722,서울특별시 강서구 초록마을로6길 6,/ 2층/ 3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,27343,눈높이러닝센터화곡학원,20100126,20100126,개원,,,660,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07738,서울특별시 강서구 곰달래로49길 80,/ 2층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000039979,뉴강서해법지수학원,20211020,20211020,개원,,,133,32,입시.검정 및 보습,보통교과,,보습,,Y,N,07635,서울특별시 강서구 수명로 80,/ 501호/502호 (내발산동/ 베스트프라자빌딩),20230226
B10,서울특별시교육청,강서구,학원,20889,뉴마인드영어수학학원,20080605,20080605,개원,,,110,49,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07639,서울특별시 강서구 강서로45길 46,/ 2층 13호 일부 (내발산동/ 수경빌딩),20230226
B10,서울특별시교육청,강서구,학원,10870,뉴서울음악학원,20050802,20050802,개원,,,42,72,예능(대),예능(중),음악/,음악,,Y,N,157926,서울특별시 강서구 화곡로13길 107,화곡푸르지오C상가201 202호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000040174,뉴스쿨학원,20211118,20211118,개원,,,45,100,종합(대),,자동차/컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/유통/,,,Y,N,07565,서울특별시 강서구 화곡로66길 153,/ 6층/7층 (등촌동/ 아이엠센터),20230312
B10,서울특별시교육청,강서구,학원,26508,뉴스터디학원,20091124,20091124,개원,,,400,60,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157861,서울특별시 강서구 양천로 623,외1필지3층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,5549,뉴시사엘리트학원,20040709,20040709,개원,,,153,85,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,157861,서울특별시 강서구 양천로71길 8,/ 3층 일부 (염창동/대영빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000011914,뉴예성음악학원,20110831,20110831,개원,,,9,63,예능(대),예능(중),,음악,,Y,N,07543,서울특별시 강서구 양천로69길 18,/ 301호 (염창동/ 극동아파트),20230226
B10,서울특별시교육청,강서구,학원,1000031934,뉴이주음악학원,19891221,19891221,개원,,,80,66,예능(대),예능(중),음악/,음악,,N,N,07625,서울특별시 강서구 방화대로7나길 26,(공항동),20230226
B10,서울특별시교육청,강서구,학원,3000033268,뉴펜타곤학원,20181220,20181220,개원,,,46,60,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 805호/ 806호 (마곡동/ 에스비타운),20230226
B10,서울특별시교육청,강서구,학원,3000041206,뉴하이든음악학원,20220406,20220406,개원,,,120,29,예능(대),예능(중),,음악,,Y,N,07639,서울특별시 강서구 강서로 263-28,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,8065,뉴한양음악학원,20050114,20050114,개원,,,165,39,예능(대),예능(중),,음악,,N,N,157280,서울특별시 강서구 우장산로 29,2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,1000034746,늘푸른간호병원코디네이터학원,20010830,20010830,개원,,,751,265,종합(대),,병원코디네이터/간호조무사/,,,Y,N,157925,서울특별시 강서구 강서로 155,/ 6층 (화곡동/ 등대빌딩),20230226
B10,서울특별시교육청,강서구,학원,14258,능률영어전문학원,20060714,20060714,개원,,,90,40,입시.검정 및 보습,보통교과,보습/,보습,,N,N,07749,서울특별시 강서구 곰달래로49길 15,/ 3층 (화곡동/ 선광빌딩),20230226
B10,서울특별시교육청,강서구,학원,13943,능률주니어랩화곡교실이젠수학학원,20060616,20060616,개원,,,41,39,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157916,서울특별시 강서구 화곡로59길 25,2층 3층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000031493,다이나모영어학원,20180402,20180402,개원,,,120,40,입시.검정 및 보습,보통교과,,보습,,Y,N,07545,서울특별시 강서구 양천로 619,/ 3층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000033412,단디수학학원,20190107,20190107,개원,,,75,30,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07651,서울특별시 강서구 강서로 348,/ 우장산힐스테이트 상가1동 417호/418호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,1000034688,대경학원,20010613,20010613,개원,,,182,91,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07722,서울특별시 강서구 초록마을로6길 52,/ 101호/ 201호 (화곡동/ 대영빌라트),20230319
B10,서울특별시교육청,강서구,학원,17418,대지학원,20070605,20070605,개원,,,33,114,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157030,서울특별시 강서구 공항대로43길 123,6층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,17702,대진탑보습학원,20070709,20070709,개원,,,40,25,입시.검정 및 보습,보통교과,보습/,보습,,N,,157280,서울특별시 강서구 강서로 304,2층1호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000024119,대치대세학원,20150907,20150907,개원,,,45,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157280,서울특별시 강서구 우장산로 7,/ 3층 (내발산동/ 장원빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000018876,대치영수학원,20131219,20131219,개원,,,110,83,입시.검정 및 보습,보통교과,보습/,보습,,,N,157883,서울특별시 강서구 가로공원로76길 102,/ 3층 (화곡동/신재승산부인과의원),20230226
B10,서울특별시교육청,강서구,학원,3000039577,대치웰영어학원,20210811,20210811,개원,,,210,80,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07680,서울특별시 강서구 강서로 304,/ 6층 2호 (내발산동/ 영종빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000036434,대치은마수학학원,20200302,20200302,개원,,,80,44,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07807,서울특별시 강서구 마곡중앙1로 26,/ 엠리체 407호/408호 (마곡동/ 마곡엠리체),20230226
B10,서울특별시교육청,강서구,학원,3415,대한논리독서정독학원,20031205,20031205,개원,,,60,79,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157930,서울특별시 강서구 공항대로41길 51 ,(401호/402호)(등촌동),20230226
B10,서울특별시교육청,강서구,학원,2886,대한논리속독염창학원,20030819,20030819,개원,,,58,107,기타(대),기타(중),속독/,속독,,Y,N,157863,서울특별시 강서구 양천로 628,우건빌딩 4층일부(염창동),20230226
B10,서울특별시교육청,강서구,학원,3000039630,댄글리쉬(DANGLISH)영어학원,20210823,20210823,개원,,,32,43,입시.검정 및 보습,보통교과,,보습,,Y,N,07652,서울특별시 강서구 강서로50길 16,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,9125,댄스스토리무용학원,20031010,20031010,개원,,,66,44,예능(대),예능(중),무용/,무용,,Y,N,07604,서울특별시 강서구 양천로 104,/ 4층전체 (방화동/ 방화동B빌딩),20230226
B10,서울특별시교육청,강서구,학원,20440,더(THE)수학학원,20080425,20080425,개원,,,56,57,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07705,서울특별시 강서구 강서로45길 41,/ 401호 (화곡동/ 수명연립및수명연립덕현상가),20230226
B10,서울특별시교육청,강서구,학원,3000033602,더(THE)오르다수학·영어학원,20190131,20190131,개원,,,286,79,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07680,서울특별시 강서구 강서로 310,/ 2층일부/ 3층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000042839,더127수학학원,20221201,20221201,개원,,,180,115,입시.검정 및 보습,보통교과,,보습,,Y,N,07587,서울특별시 강서구 공항대로41길 56,/ 8층 (등촌동/ 진아빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000028197,더강한수학학원,20170206,20170206,개원,,,48,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07640,서울특별시 강서구 강서로45길 73,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000028957,더굿멘토영수전문학원,20170428,20170428,개원,,,70,32,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07586,서울특별시 강서구 공항대로41길 65,/ 4층 405호 (등촌동),20230312
B10,서울특별시교육청,강서구,학원,3000031740,더뉴웨스트영어학원,20180508,20180508,개원,,,225,64,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07632,서울특별시 강서구 강서로 327,/ 2층일부 (내발산동/ 원영빌딩),20230226
B10,서울특별시교육청,강서구,학원,24314,더라임학원,20090618,20090618,개원,,,80,30,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157937,서울특별시 강서구 수명로 68-11,발산타워801호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000038524,더베스트이엔엠(TheBestE&M)학원,20171018,20171018,개원,,,8,67,기타(대),기타(중),연극/,연극,,Y,N,07647,서울특별시 강서구 공항대로 334,/ 5층일부 (내발산동/ 백상빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000036757,더베스트학원,20200422,20200422,개원,,,75,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07760,서울특별시 강서구 곰달래로25길 25,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000036752,더블유엠뮤직아카데미음악학원,20200420,20200420,개원,,,480,51,예능(대),예능(중),,음악,,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 마곡M시그니처 408호~410호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000039700,더블인영어학원,20210831,20210831,개원,,,90,60,입시.검정 및 보습,보통교과,,보습,,Y,N,07711,서울특별시 강서구 화곡로13나길 2,/ 2층/3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000035238,더수학플러스학원,20190923,20190923,개원,,,120,25,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07586,서울특별시 강서구 공항대로41길 51,/ 705호/713호 (등촌동/ 세신그린코아빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000039080,더쎈학원,20210525,20210525,개원,,,16,45,입시.검정 및 보습,보통교과,,보습,,Y,N,07623,서울특별시 강서구 공항대로 38-4,/ 3층 일부 (공항동/ 희락빌딩),20230226
B10,서울특별시교육청,강서구,학원,10975,더오름학원,20050729,20050729,개원,,,166,97,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157918,서울특별시 강서구 강서로 215,삼광빌딩2층 (화곡동),20230319
B10,서울특별시교육청,강서구,학원,3000033519,더옥션경매학원,20190122,20190122,개원,,,103,78,직업기술,경영·사무관리,,경매,,Y,N,07530,서울특별시 강서구 양천로 349,/  3층 일부 (가양동),20230226
B10,서울특별시교육청,강서구,학원,3000035984,더와이즈학원,20200103,20200103,개원,,,84,34,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07517,서울특별시 강서구 양천로 85,/ 7층 (방화동),20230319
B10,서울특별시교육청,강서구,학원,3000035983,더이룸학원,20200103,20200103,개원,,,82,90,입시.검정 및 보습,보통교과,,보습,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 506호/ 807-2호 (마곡동/ 마곡더블유타워),20230226
B10,서울특별시교육청,강서구,학원,3000033745,더자람학원,20190220,20190220,개원,,,30,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07635,서울특별시 강서구 강서로47길 165,/ 신원메디칼프라자 502호/ 503호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000033698,더큐브프리미엄독서실,20190213,20190213,개원,,,288,96,독서실,독서실,,독서실(유아/초·중·고),,Y,N,07679,서울특별시 강서구 까치산로 75,/ 5층~6층 (화곡동/ 호왕빌딩),20230226
B10,서울특별시교육청,강서구,학원,7695,더프리미엄독서실,20050107,20050107,개원,,,100,100,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,N,N,157918,서울특별시 강서구 화곡로13길 98,3/4층(화곡동),20230226
B10,서울특별시교육청,강서구,학원,21904,더플러스아카데미종합학원,20080918,20080918,개원,,,95,50,종합(대),,보습·논술/실용외국어(유아/초·중·고)/,,,Y,N,07744,서울특별시 강서구 곰달래로49길 89,/  1층~4층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000034588,더플롯커피바리스타학원,20190611,20190611,개원,,,153,86,직업기술,산업응용기술,식음료품(바리스타/소믈리에)/,식음료품(바리스타/소믈리에),,Y,N,07567,서울특별시 강서구 공항대로45길 75,/ 2층일부/3층일부 (등촌동),20230226
