시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,수정일
B10,서울특별시교육청,강서구,학원,3000040406,각씨댄스스튜디오학원,20211217,20211217,개원,,,322,53,기예(대),기예(중),댄스/,댄스,,Y,N,07785,서울특별시 강서구 곰달래로 266-1,/ 3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000026204,강남현에듀수학학원,20160531,20160531,개원,,,300,70,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07632,서울특별시 강서구 공항대로36길 81,/ 2층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,27645,강남현에듀학원,20100223,20100223,개원,,,300,88,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07638,서울특별시 강서구 강서로47길 35,/ 3층 (내발산동/ 진남빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000038436,강서간호학원,20210215,20210215,개원,,,120,60,직업기술,간호보조기술,간호조무사/,간호조무사,,Y,N,07781,서울특별시 강서구 곰달래로 136,/ 3층전체 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000018139,강서공인중개사학원,20130909,20130909,개원,,,160,120,직업기술,경영·사무관리,,부동산,,Y,N,07714,서울특별시 강서구 강서로 183,/ / 대사빌딩 A동 6층 (화곡동) (화곡동),20230226
B10,서울특별시교육청,강서구,학원,22290,강서대성엔학원,20081105,20081105,개원,,,171,171,입시.검정 및 보습,보통교과,,보습,,Y,N,07781,서울특별시 강서구 곰달래로 154,/ 1층일부/ 2~3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,272,강서더배움학원,20041015,20020829,개원,,,30,34,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157835,서울특별시 강서구 강서로45라길 55,/ 2층 (내발산동/미라어린이집),20230226
B10,서울특별시교육청,강서구,학원,3000029003,강서도배학원,20170531,20170501,개원,,,160,80,직업기술,산업서비스,,도배,,Y,N,07618,서울특별시 강서구 공항대로 49-2,/ 2층(공항동/ 공항신성빌딩) (공항동),20230226
B10,서울특별시교육청,강서구,학원,3000041789,강서등촌소마사고력수학학원,20220706,20220706,개원,,,25,36,입시.검정 및 보습,보통교과,,보습,,Y,N,07646,서울특별시 강서구 공항대로42길 12,/ 2층 일부 (내발산동/ 시천빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000028353,강서라라음악학원,20170221,20170221,개원,,,18,34,예능(대),예능(중),음악/,음악,,Y,N,07677,서울특별시 강서구 초록마을로 27-1,/ 2층 (화곡동),20230305
B10,서울특별시교육청,강서구,학원,3000018360,강서라이즈어학원,20131021,20131021,개원,,,411,167,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07572,서울특별시 강서구 공항대로45길 15,/ 가양역두산위브 근생동 HKC타워 3~6층 (등촌동/ 가양역 두산위브),20230226
B10,서울특별시교육청,강서구,학원,3000026896,강서마곡소마수학학원,20160824,20160824,개원,,,30,67,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 마곡더블유타워 710호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000034893,강서마곡자라다남아미술학원,20190725,20190725,개원,,,19,19,예능(대),예능(중),,미술,,Y,N,07798,서울특별시 강서구 마곡서로 133,/ 713동 302호 (마곡동/ 마곡엠밸리7단지),20230226
B10,서울특별시교육청,강서구,학원,1000031871,강서새롬음악학원,19890315,19890315,개원,,,31,36,예능(대),예능(중),음악/,음악,,N,N,07740,서울특별시 강서구 곰달래로53길 56,(화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000019836,강서수능로드맵학원,20140414,20140414,개원,,,132,90,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07586,서울특별시 강서구 공항대로41길 65,/ 203-1호/204호/206호/207호 일부 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,1000034877,강서수학원,20020419,20020419,개원,,,155,9,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,N,,157861,서울특별시 강서구 양천로69길 19,3층일부 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000019049,강서수학의힘학원,20140110,20140110,개원,,,96,16,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157861,서울특별시 강서구 양천로65길 17,/ 5층/6층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000035916,강서스즈키음악학원,20191224,20191224,개원,,,19,26,예능(대),예능(중),,음악,,Y,N,07586,서울특별시 강서구 공항대로41길 51,/ 6층606호~6층608호 (등촌동/ 세신그린코아빌딩),20230226
B10,서울특별시교육청,강서구,학원,13183,강서스터디뱅크독서실,20060322,20060322,개원,,,720,80,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,157829,서울특별시 강서구 강서로 303,4층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000010621,강서실용음악학원,20110412,20110412,개원,,,24,59,예능(대),예능(중),음악/,음악,,Y,N,157928,서울특별시 강서구 까치산로 191,3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,19152,강서에스보습학원,20071224,20071224,개원,,,220,65,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157827,서울특별시 강서구 공항대로36길 81,2층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000025922,강서영어센터학원,20160414,20160414,개원,,,84,50,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07549,서울특별시 강서구 양천로 542,/ 2층일부 (등촌동/ 기아자동차강서서비스센터),20230319
B10,서울특별시교육청,강서구,학원,11183,강서와이즈만영재보습학원,20050902,20050902,개원,,,128,80,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,157280,서울특별시 강서구 강서로50길 16,/ 4층일부/5층일부 (내발산동/GS25),20230226
B10,서울특별시교육청,강서구,학원,3000028839,강서원더랜드어학원,20170411,20170411,개원,,,950,95,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07595,서울특별시 강서구 양천로30길 95,/ 1층일부/3층/4층 (마곡동/ 창조빌딩),20230305
B10,서울특별시교육청,강서구,학원,3000013154,강서음악학원,20120105,20120105,개원,,,55,41,예능(대),예능(중),음악/,음악,,Y,N,157749,서울특별시 강서구 허준로 234,(가양동/가양9단지아파트),20230226
B10,서울특별시교육청,강서구,학원,1000034114,강서이룸학원,19980618,19980618,개원,,,80,50,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157884,서울특별시 강서구 월정로30길 99,2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000021111,강서이엠학원,20140922,20140922,개원,,,110,20,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157880,서울특별시 강서구 강서로16길 24,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000030555,강서자유자재매쓰다이어리학원,20171213,20171213,개원,,,100,44,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07640,서울특별시 강서구 강서로45길 49-10,/ 3층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,24410,강서정상어학원,20090629,20090626,개원,,,684,285,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,157930,서울특별시 강서구 공항대로 383,3층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000013183,강서정이조주니어영어학원,20120119,20120119,개원,,,204,36,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07691,서울특별시 강서구 강서로 254,/ 101호/301호/304호 (화곡동/ 우장산아이파크이편한세상),20230226
B10,서울특별시교육청,강서구,학원,1000034073,강서제과제빵학원,19980413,19980413,개원,,,200,100,직업기술,산업응용기술,,식음료품(바리스타/소믈리에),,Y,N,157210,서울특별시 강서구 강서로 381-7,/ 3층/4층 (마곡동/ 정원빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000033392,강서캠퍼스현재어학원,20190104,20190104,개원,,,60,200,국제화,외국어,,실용외국어(유아/초·중·고),,Y,N,07639,서울특별시 강서구 강서로 287,/ 2/3층 (내발산동/ 호경빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000016214,강서크리스챤쇼보미용학원,20130110,20130110,개원,,,304,63,직업기술,산업응용기술,이·미용/,이·미용,,Y,N,157925,서울특별시 강서구 화곡로 154,/ 9층일부 (화곡동/ 청산타워),20230226
B10,서울특별시교육청,강서구,학원,3000030209,강서펜타곤학원,20171103,20171103,개원,,,160,60,입시.검정 및 보습,보통교과,,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 509호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000019000,강서폴리어학원,20140107,20140107,개원,,,60,48,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07587,서울특별시 강서구 공항대로41길 34,/ 7층 (등촌동/ 플러스존),20230319
B10,서울특별시교육청,강서구,학원,3000021693,강서프라미스어학원,20141128,20141128,개원,,,252,157,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,157835,서울특별시 강서구 강서로 277,/ ES빌딩 6층 (내발산동/ 우장카센터),20230226
B10,서울특별시교육청,강서구,학원,3000043087,강서하이스코어영어학원,20230103,20230103,개원,,,48,50,입시.검정 및 보습,보통교과,,보습,,Y,N,07680,서울특별시 강서구 강서로 324,/ 2층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000034583,강서해밀영수전문학원,20190611,20190611,개원,,,150,32,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07722,서울특별시 강서구 까치산로4길 15,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000043025,강의하는아이들내발산2관학원,20221201,20221201,개원,,,72,70,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07652,서울특별시 강서구 강서로 328,/ 3층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000019950,강의하는아이들내발산학원,20140428,20140428,개원,,,104,59,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07652,서울특별시 강서구 강서로 330,/ 4층 일부 (내발산동/ 동아빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000037976,강인함입시컨설팅원격학원,20201202,20201202,개원,,,2000,200,입시.검정 및 보습,진학지도,진학상담지도/,진학상담지도,,Y,N,07803,서울특별시 강서구 마곡중앙6로 70,/ 602호 (마곡동/ 매그넘797),20230226
B10,서울특별시교육청,강서구,학원,23529,같이상승과학학원,20090313,20090313,개원,,,252,85,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157829,서울특별시 강서구 강서로 315,/ 2층 (내발산동/ 서일빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000023285,같이상승수학학원,20150522,20150522,개원,,,144,117,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07632,서울특별시 강서구 강서로 303,/ 2층 일부 (내발산동/ 성진빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000024822,개념과기법수학학원,20151208,20151208,개원,,,75,72,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07652,서울특별시 강서구 강서로 328,/ 3층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,9839,거인의어깨학원,20050506,20050506,개원,,,110,85,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157904,서울특별시 강서구 곰달래로 195,/ 3층 (화곡동/ 풍한빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000028129,검스타트원격학원,20170125,20170124,개원,,,700,1000,입시.검정 및 보습,보통교과,,검정,,Y,N,07548,서울특별시 강서구 양천로 510,/ 현대프린스텔 502호 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000042862,경향키즈놀이학원,20221215,20221215,개원,,,80,65,기타(대),기타(중),,기타(소),,Y,N,07590,서울특별시 강서구 화곡로63길 19,/ 2층 (등촌동/ 경향교회),20230226
B10,서울특별시교육청,강서구,학원,1000030372,경희피아노음악학원,19851012,19851012,개원,,,62,60,예능(대),예능(중),음악/,음악,,Y,N,07595,서울특별시 강서구 방화대로34길 80,/ 2층일부 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000035438,계명피아노음악학원,20191023,20191023,개원,,,60,35,예능(대),예능(중),,예능(중),,Y,N,07695,서울특별시 강서구 우현로 11,/ 2층 (화곡동/ 진명빌딩),20230312
B10,서울특별시교육청,강서구,학원,2978,고등어학원,20030909,20030909,개원,,,60,80,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07705,서울특별시 강서구 강서로45길 49,/ 301호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,11949,고려배움터학원,20051128,20051128,개원,,,90,80,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07782,서울특별시 강서구 곰달래로 178,/ 르네상스빌딩 7층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000043502,고려하이스트수학전문학원,20230313,20230313,개원,,,210,108,입시.검정 및 보습,보통교과,,보습,,Y,N,07586,서울특별시 강서구 공항대로41길 43,/ 701호 (등촌동/ 새한프라자),20230319
B10,서울특별시교육청,강서구,학원,3000041458,골드수학학원,20220517,20220517,개원,,,30,75,입시.검정 및 보습,보통교과,,보습,,Y,N,07564,서울특별시 강서구 화곡로66길 162,/ 2층 (등촌동/미래빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000032702,공부에진심학원,20181002,20181002,개원,,,100,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07680,서울특별시 강서구 강서로48길 9,/ 2층 (내발산동),20230312
B10,서울특별시교육청,강서구,학원,26407,공부의감수학학원,20091117,20091117,개원,,,290,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157280,서울특별시 강서구 공항대로42길 33,2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,31104,공신수학학원,20110118,20110118,개원,,,202,5,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,157849,서울특별시 강서구 금낭화로16길 28,/ 3층 (방화동/동진빌딩),20230226
B10,서울특별시교육청,강서구,학원,7431,공잘학원,20041213,20041213,개원,,,874,82,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07717,서울특별시 강서구 강서로31길 68,/ 1층/2층/3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000020749,공터영어한수위학원,20140731,20140731,개원,,,46,50,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157905,서울특별시 강서구 곰달래로31가길 11,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,4372,공항성진학원,20040406,20040406,개원,,,208,93,입시.검정 및 보습,보통교과,보습/,보습,,N,,157812,서울특별시 강서구 송정로 37,2층일부 3층일부 (공항동),20230226
B10,서울특별시교육청,강서구,학원,1000030909,공항아인스학원,19880511,19880511,개원,,,70,88,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157818,서울특별시 강서구 방화대로7나길 46,(공항동/ 아인스학원),20230226
B10,서울특별시교육청,강서구,학원,3000026057,과수원강의하는아이들학원,20160504,20160504,개원,,,118,95,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07555,서울특별시 강서구 양천로 684,/ 4층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000042035,괜찮은수학학원,20220805,20220805,개원,,,36,70,입시.검정 및 보습,보통교과,,보습,,Y,N,07587,서울특별시 강서구 공항대로41길 56,/ 3층 일부 (등촌동/ 진아빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000028354,교연학원,20170221,20170221,개원,,,252,35,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07808,서울특별시 강서구 공항대로 140,/ 마곡엠밸리12단지 업무시설1동(1201동) 205호/ 211호 (마곡동/ 마곡엠밸리12단지),20230226
B10,서울특별시교육청,강서구,학원,15480,교원더퍼스트캠퍼스강서직영학원,20061204,20061204,개원,,,80,96,입시.검정 및 보습,보통교과,,보습,,N,N,07529,서울특별시 강서구 허준로 16-8,/ 3층 일부/ 4층 일부 (가양동),20230226
B10,서울특별시교육청,강서구,학원,25499,교육법인서울학원,20090914,20090914,개원,,,489,122,입시.검정 및 보습,보통교과,,보습,,Y,N,157937,서울특별시 강서구 수명로 74,/ 701호 (내발산동/발산시티타워),20230226
B10,서울특별시교육청,강서구,학원,3000024891,국어의별수학의별학원,20151217,20151217,개원,,,96,84,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07705,서울특별시 강서구 강서로45가길 15,/ 3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,26251,국어의샘학원,20091105,20091105,개원,,,60,32,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157835,서울특별시 강서구 강서로45라길 35,2층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000030872,국풍2000등촌관학원,20180119,20180119,개원,,,52,50,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07587,서울특별시 강서구 공항대로41길 50,/ 203호 205호 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000043485,국풍2000염창관학원,20230308,20230308,개원,,,100,45,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07546,서울특별시 강서구 양천로 605,/ 2층 (염창동),20230312
B10,서울특별시교육청,강서구,학원,3000039819,그란데스터디클럽독서실,20210915,20210915,개원,,,172,86,독서실,독서실(중),독서실(일반인)/,독서실(일반인),,Y,N,07652,서울특별시 강서구 우장산로 21-5,/ 201호~203호 (내발산동/ 영조빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000034481,그레이스학원,20190523,20190523,개원,,,100,80,입시.검정 및 보습,보통교과,,보습,,Y,N,07767,서울특별시 강서구 가로공원로76가길 53,/ 늘푸른어린이집 3층 (화곡동/ 수창빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000025585,그린램프라이브러리강서캠퍼스독서실,20160309,20160309,개원,,,204,102,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,07694,서울특별시 강서구 강서로 242,/ 5층 5~6호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000026252,그린음악학원,20160607,20160607,개원,,,40,45,예능(대),예능(중),음악/,음악,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 마곡더블유타워 904호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000025147,그린화실미술학원,20160114,20160114,개원,,,105,20,예능(대),예능(중),미술/,미술,,Y,N,07517,서울특별시 강서구 양천로 87,/ 대일빌딩 2층일부 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000035917,그림아트스튜디오미술학원,20191224,20191224,개원,,,18,14,예능(대),예능(중),미술/,미술,,Y,N,07587,서울특별시 강서구 공항대로41길 76,/ 402호일부 (등촌동/ 로얄프라자),20230226
B10,서울특별시교육청,강서구,학원,3000030806,글로벌프라미스학원,20180108,20180108,개원,,,375,134,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07680,서울특별시 강서구 강서로 308,/ 2층 일부(내발산동/ 신양빌딩) (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000012605,글빛국어논술학원,20111116,20111116,개원,,,49,85,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,157835,서울특별시 강서구 강서로45길 42,/ 3층 (내발산동/미래빌딩),20230226
B10,서울특별시교육청,강서구,학원,2550,글소리국어논술학원,20030514,20030514,개원,,,165,147,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,157918,서울특별시 강서구 강서로45길 33,3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,23258,기준과학전문학원,20090223,20090223,개원,,,510,71,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07681,서울특별시 강서구 우장산로 16,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,1000034766,기준학원,20011018,20011018,개원,,,31,202,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157810,서울특별시 강서구 허준로 198,가양프라자504호 (가양동),20230226
B10,서울특별시교육청,강서구,학원,3000036002,기탄사고력교실화곡에듀진학원,20200107,20200107,개원,,,100,50,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07721,서울특별시 강서구 까치산로 43,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000041527,기파랑문해원강서우장산학원,20220526,20220526,개원,,,315,45,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07706,서울특별시 강서구 강서로 211,/ 501호/502호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,28949,길벗뮤직아카데미학원,20100616,20100616,개원,,,10,47,예능(대),예능(중),음악/,음악,,Y,N,157904,서울특별시 강서구 곰달래로 220,2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,20355,김미희음악학원,20080417,20080417,개원,,,544,34,예능(대),예능(중),음악/,음악,,Y,N,157010,서울특별시 강서구 강서로 254,우장산아이파크이편한세상상가동405호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,14694,김샘수학학원,20060905,20060905,개원,,,40,60,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157865,서울특별시 강서구 양천로69길 65,강변성원아파트상가 201호(염창동/강변성원아파트),20230226
B10,서울특별시교육청,강서구,학원,3000027157,김옥대수학학원,20160929,20160929,개원,,,465,60,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07705,서울특별시 강서구 강서로45가길 9,/ 3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000042986,김정민수학학원,20221216,20221216,개원,,,28,28,입시.검정 및 보습,보통교과,,보습,,Y,N,07600,서울특별시 강서구 공항대로 103,/ 업무시설동 902호 (마곡동/ 마곡 엠밸리 9단지),20230226
B10,서울특별시교육청,강서구,학원,3000035400,김종길국어논술(강서점)학원,20191017,20191017,개원,,,315,205,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07651,서울특별시 강서구 강서로 348,/ 상가1동 201~203호/211~214호/309호/315~316호 (내발산동/ 우장산힐스테이트),20230226
B10,서울특별시교육청,강서구,학원,3000043197,김호증모가발미용학원,20230201,20230201,개원,,,300,39,직업기술,산업응용기술,,이·미용,,Y,N,07571,서울특별시 강서구 공항대로 425,/ 201호일부 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000026987,김화중국어학원,20160830,20160830,개원,,,60,145,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07599,서울특별시 강서구 방화대로 294,/ 705/ 706호 (마곡동/ 마곡더블유타워),20230226
B10,서울특별시교육청,강서구,학원,3000043522,깨알독서학원,20230315,20230315,개원,,,252,36,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 211호 (마곡동/ 마곡더블유타워),20230319
B10,서울특별시교육청,강서구,학원,3000032403,꿈꾸는학원,20180810,20180810,개원,,,225,122,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07597,서울특별시 강서구 방화대로34길 73,/ 2층 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000023577,끌레어음악학원,20150630,20150630,개원,,,53,52,예능(대),예능(중),음악/,음악,,Y,N,157772,서울특별시 강서구 강서로56나길 110,/ 부영아파트 상가 3층302호 (등촌동/ 부영아파트),20230226
B10,서울특별시교육청,강서구,학원,1000034675,나다움미술학원,20010522,20010522,개원,,,100,116,예능(대),예능(중),미술/,미술,,Y,N,157010,서울특별시 강서구 강서로 202,/ 4층/ 5층일부 (화곡동/성원빌딩),20230226
B10,서울특별시교육청,강서구,학원,1000034246,나래정보처리회계학원,19990609,19990609,개원,,,111,130,종합(대),,전산회계/컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,,,Y,N,157922,서울특별시 강서구 강서로 193,/ 5층 (화곡동/안태수내과),20230226
B10,서울특별시교육청,강서구,학원,11205,나무사랑학원,20050915,20050915,개원,,,72,92,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157850,서울특별시 강서구 양천로14길 78,2층 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000019713,나무음악학원,20140401,20140401,개원,,,96,12,예능(대),예능(중),음악/,음악,,Y,N,157861,서울특별시 강서구 양천로65길 17,/ 4층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000037321,나오미영어학원,20200810,20200810,개원,,,70,38,입시.검정 및 보습,보통교과,,보습,,Y,N,07668,서울특별시 강서구 등촌로39길 22,/ 2층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,16091,난다플러스영수학원,20070129,20070129,개원,,,96,86,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157904,서울특별시 강서구 곰달래로31가길 10,1층일부 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,1000032375,난파음악학원,19910225,19910206,개원,,,50,140,예능(대),예능(중),음악/,음악,,Y,N,07554,서울특별시 강서구 공항대로59다길 83,/ 2층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000029976,남예림무용아카데미학원,20170929,20170929,개원,,,34,30,예능(대),예능(중),무용/,무용,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 1001호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,1000032098,내발산스터디뱅크독서실,19900915,19900915,개원,,,140,140,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,157829,서울특별시 강서구 강서로 303,5층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000030036,내발산점와와학습코칭학원,20171016,20171016,개원,,,264,101,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07652,서울특별시 강서구 강서로 330,/ 동아빌딩 4층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,14515,넥스트학원,20060814,20060814,개원,,,40,55,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157833,서울특별시 강서구 강서로47길 19,발산시장2층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000041460,논리와수학&과학학원,20220517,20220517,개원,,,14,50,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07600,서울특별시 강서구 공항대로 103,/ 업무시설동 404호 (마곡동/ 마곡 엠밸리 9단지),20230226
B10,서울특별시교육청,강서구,학원,3000039013,논리와수학학원,20210514,20210514,개원,,,29,69,입시.검정 및 보습,보통교과,,보습,,Y,N,07600,서울특별시 강서구 공항대로 103,/ 402호 (마곡동/ 마곡엠밸리9단지업무시설동),20230226
B10,서울특별시교육청,강서구,학원,3000039431,논리와철학학원,20210716,20210716,개원,,,20,69,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07600,서울특별시 강서구 공항대로 103,/ 408호 (마곡동/마곡엠밸리9단지업무시설동),20230226
B10,서울특별시교육청,강서구,학원,3000014747,눈높이러닝센터가양등촌학원,20120711,20120711,개원,,,660,40,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157930,서울특별시 강서구 공항대로41길 76,/ 5층501호 일부 (등촌동/ 로얄프라자),20230226
B10,서울특별시교육청,강서구,학원,26511,눈높이러닝센터강신학원,20091125,20091125,개원,,,660,37,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07709,서울특별시 강서구 화곡로13길 104,/ A-201/ A-301 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,26412,눈높이러닝센터등촌학원,20091117,20091117,개원,,,660,43,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157836,서울특별시 강서구 등촌로39길 23,2층 3층 (등촌동),20230226
