crosswalk_id,bus,on_bus,off_bus,distance
06-0000047719,마곡나루역,47.19512195121951,224.4878048780488,167.47580301921252
06-0000025504,발산어린이집,96.02439024390245,133.65853658536585,167.93746589965414
06-0000049676,이대서울병원,63.82208588957055,48.576687116564415,167.98186024137843
06-0000027838,가양7단지상가앞,84.32926829268293,10.841463414634148,167.98963897911617
06-0000049602,서울식물원.숲문화학교,5.780487804878049,19.682926829268293,168.51123934554198
06-0000028773,수명산파크5단지아파트,363.6829268292683,22.82926829268293,168.5934988290204
06-0000012422,푸르지오APT,82.2439024390244,193.7560975609756,168.60680361226395
06-0000002880,화곡전화국,43.21951219512195,14.731707317073171,168.6238493968206
06-0000013798,공항시장,29.0565371024735,24.29328621908127,168.66483378616937
06-0000045661,마곡엠밸리7단지입구,2.6153846153846154,1.8205128205128205,168.76675239761522
06-0000013135,경복비즈니스고등학교,84.11219512195122,72.39024390243902,169.3554608422817
06-0000049643,마곡나루역,47.19512195121951,224.4878048780488,169.40284383784794
06-0000013134,강서구민올림픽체육센터,10.853658536585366,24.48780487804878,169.93279437301356
06-0000041698,마곡엠밸리5단지,23.463414634146343,66.27439024390245,170.0208913586609
06-0000048584,염창역1번출구.강서평생학습관,407.8589743589744,1.8974358974358971,170.20134279696123
06-0000002878,화곡전화국,43.21951219512195,14.731707317073171,170.23034066504405
06-0000038072,강서농수산물도매시장종점,20.390243902439025,6.097560975609756,170.41061101671636
06-0000044703,강서세무서,0.3529411764705882,1.1764705882352942,170.75710336253167
06-0000027455,새마을금고,18.902439024390244,65.07317073170732,170.87986612117027
06-0000012124,화곡동유림아파트,91.04878048780488,88.04268292682927,170.9197877781569
06-0000028776,마곡수명산파크5단지6단지,176.98373983739836,19.96747967479675,171.00430900321595
06-0000012123,강서한방병원,298.9939024390244,53.40243902439025,171.52297061914862
06-0000037237,본동시장,88.36585365853658,141.65853658536585,171.77133962843558
06-0000028777,마곡수명산파크5단지.6단지,359.9756097560976,23.02439024390244,171.8699772884572
06-0000041214,강서소방서.이마트.증미역,85.46341463414635,44.64634146341464,171.92638616120547
06-0000049623,서울호서전문학교.등촌주공3단지아파트,76.03135888501743,85.95121951219512,172.03600186991858
06-0000013685,화원중학교,78.4390243902439,67.5609756097561,172.3760858039762
06-0000027391,개화산역,47.10119047619048,27.03273809523809,172.38721708301898
06-0000044803,마곡엠밸리3단지입구,5.365853658536586,1.146341463414634,172.47781347144252
06-0000039035,강서세무서,0.3529411764705882,1.1764705882352942,172.52922852671944
06-0000049601,서울식물원.숲문화학교,5.780487804878049,19.682926829268293,172.6788378698709
06-0000002879,은창아파트,8.536585365853659,15.75609756097561,172.75224862767897
06-0000044392,공진초등학교,15.951219512195122,2.048780487804878,172.82775703842293
06-0000044391,공진초등학교,15.951219512195122,2.048780487804878,172.8477984852504
06-0000049607,LG사이언스파크,44.78048780487805,66.97560975609755,173.02926541234754
06-0000049658,이대서울병원,63.82208588957055,48.576687116564415,173.03049605469477
06-0000042140,대한항공.메이필드호텔,6.0,0.1066666666666666,173.5265084322645
06-0000028102,화곡중앙골목시장,255.2780487804878,179.9121951219512,173.54228746225903
06-0000014045,방화중학교,80.02439024390245,10.975609756097562,173.78226430022355
06-0000019351,아이파크아파트.백석중학교.실로암안과,109.09756097560977,156.7439024390244,174.03984097613605
06-0000027392,개화산역,47.10119047619048,27.03273809523809,174.2491264635116
06-0000039762,우장산역,148.4334862385321,121.17201834862384,174.29815261231624
06-0000037236,본동시장,88.36585365853658,141.65853658536585,174.68699105951143
06-0000041699,마곡엠밸리5단지,23.463414634146343,66.27439024390245,174.74365847698687
06-0000028064,염창동관음삼성아파트,160.7219512195122,64.24878048780488,174.97197615778376
06-0000027848,방화동동부센트레빌아파트,17.92116182572614,66.25311203319502,175.2206470722903
06-0000037745,송정역,29.45853658536585,52.41951219512195,175.6280080141962
06-0000028751,마곡수명산파크2단지,166.1788617886179,17.91869918699187,175.8605719131526
06-0000022243,푸르지오APT,82.2439024390244,193.7560975609756,175.8612569521237
06-0000049589,양천향교역,166.4878048780488,34.65853658536585,176.0673059974021
06-0000040243,강서구립봉제산어르신복지센터,98.54878048780488,7.268292682926829,176.5873129619005
06-0000030015,염창동관음삼성아파트,160.7219512195122,64.24878048780488,176.78946251084704
06-0000045714,마곡동로사거리,49.59071729957806,55.063291139240505,176.99954469627437
06-0000049590,양천향교역,166.4878048780488,34.65853658536585,177.25340661193331
06-0000038122,개화119안전센터,8.663414634146342,2.0,177.39788863065826
